INFO 2024-11-24 14:53:55,893 signals User teacher1 logged in.
INFO 2024-11-24 17:21:45,345 signals User teacher_user registered.
INFO 2024-11-24 17:21:45,510 signals User teacher_user logged in.
INFO 2024-11-24 17:21:45,681 signals User admin registered.
INFO 2024-11-24 17:21:45,839 signals User student_user registered.
INFO 2024-11-24 17:21:46,000 signals User teacher_user registered.
INFO 2024-11-24 17:21:46,162 signals User teacher_user logged in.
INFO 2024-11-24 17:21:46,338 signals User admin registered.
INFO 2024-11-24 17:21:46,528 signals User student_user registered.
INFO 2024-11-24 17:21:46,685 signals User teacher_user registered.
INFO 2024-11-24 17:21:46,841 signals User teacher_user logged in.
INFO 2024-11-24 17:21:56,021 signals User admin registered.
INFO 2024-11-24 17:21:56,189 signals User student_user registered.
INFO 2024-11-24 17:21:56,385 signals User teacher_user registered.
INFO 2024-11-24 17:21:56,625 signals User teacher_user logged in.
INFO 2024-11-24 17:21:56,893 signals User admin registered.
INFO 2024-11-24 17:21:57,057 signals User student_user registered.
INFO 2024-11-24 17:21:57,208 signals User teacher_user registered.
INFO 2024-11-24 17:21:57,364 signals User teacher_user logged in.
INFO 2024-11-24 17:21:57,532 signals User admin registered.
INFO 2024-11-24 17:21:57,676 signals User student_user registered.
INFO 2024-11-24 17:21:57,821 signals User teacher_user registered.
INFO 2024-11-24 17:21:57,965 signals User teacher_user logged in.
INFO 2024-11-24 17:21:58,108 signals User admin registered.
INFO 2024-11-24 17:21:58,252 signals User student_user registered.
INFO 2024-11-24 17:21:58,396 signals User teacher_user registered.
INFO 2024-11-24 17:21:58,540 signals User teacher_user logged in.
INFO 2024-11-24 17:21:58,712 signals User admin registered.
INFO 2024-11-24 17:21:58,855 signals User student_user registered.
INFO 2024-11-24 17:21:59,001 signals User teacher_user registered.
INFO 2024-11-24 17:21:59,151 signals User teacher_user logged in.
INFO 2024-11-24 17:21:59,295 signals User admin registered.
INFO 2024-11-24 17:21:59,436 signals User student_user registered.
INFO 2024-11-24 17:21:59,582 signals User teacher_user registered.
INFO 2024-11-24 17:21:59,729 signals User teacher_user logged in.
INFO 2024-11-24 17:21:59,878 signals User admin registered.
INFO 2024-11-24 17:22:00,020 signals User student_user registered.
INFO 2024-11-24 17:22:00,162 signals User teacher_user registered.
INFO 2024-11-24 17:22:00,306 signals User teacher_user logged in.
INFO 2024-11-24 17:22:24,235 signals User admin registered.
INFO 2024-11-24 17:22:24,387 signals User student_user registered.
INFO 2024-11-24 17:22:24,533 signals User teacher_user registered.
INFO 2024-11-24 17:22:24,682 signals User teacher_user logged in.
INFO 2024-11-24 17:22:24,857 signals User admin registered.
INFO 2024-11-24 17:22:25,000 signals User student_user registered.
INFO 2024-11-24 17:22:25,144 signals User teacher_user registered.
INFO 2024-11-24 17:22:25,291 signals User teacher_user logged in.
INFO 2024-11-24 17:22:25,437 signals User admin registered.
INFO 2024-11-24 17:22:25,581 signals User student_user registered.
INFO 2024-11-24 17:22:25,721 signals User teacher_user registered.
INFO 2024-11-24 17:22:25,867 signals User teacher_user logged in.
INFO 2024-11-24 17:22:26,034 signals User admin registered.
INFO 2024-11-24 17:22:26,178 signals User student_user registered.
INFO 2024-11-24 17:22:26,323 signals User teacher_user registered.
INFO 2024-11-24 17:22:26,471 signals User teacher_user logged in.
INFO 2024-11-24 17:22:26,617 signals User admin registered.
INFO 2024-11-24 17:22:26,760 signals User student_user registered.
INFO 2024-11-24 17:22:26,910 signals User teacher_user registered.
INFO 2024-11-24 17:22:27,058 signals User teacher_user logged in.
INFO 2024-11-24 17:22:27,209 signals User admin registered.
INFO 2024-11-24 17:22:27,362 signals User student_user registered.
INFO 2024-11-24 17:22:27,506 signals User teacher_user registered.
INFO 2024-11-24 17:22:27,650 signals User teacher_user logged in.
INFO 2024-11-24 17:24:34,862 signals User admin registered.
INFO 2024-11-24 17:24:35,018 signals User student_user registered.
INFO 2024-11-24 17:24:35,169 signals User teacher_user registered.
INFO 2024-11-24 17:24:35,324 signals User teacher_user logged in.
INFO 2024-11-24 17:24:35,483 signals User admin registered.
INFO 2024-11-24 17:24:35,633 signals User student_user registered.
INFO 2024-11-24 17:24:35,786 signals User teacher_user registered.
INFO 2024-11-24 17:24:35,933 signals User teacher_user logged in.
INFO 2024-11-24 17:24:36,087 signals User admin registered.
INFO 2024-11-24 17:24:36,236 signals User student_user registered.
INFO 2024-11-24 17:24:36,380 signals User teacher_user registered.
INFO 2024-11-24 17:24:36,528 signals User teacher_user logged in.
INFO 2024-11-24 17:24:36,698 signals User admin registered.
INFO 2024-11-24 17:24:36,840 signals User student_user registered.
INFO 2024-11-24 17:24:36,986 signals User teacher_user registered.
INFO 2024-11-24 17:24:37,135 signals User teacher_user logged in.
INFO 2024-11-24 17:25:40,445 signals User admin registered.
INFO 2024-11-24 17:25:40,592 signals User student_user registered.
INFO 2024-11-24 17:25:40,735 signals User teacher_user registered.
INFO 2024-11-24 17:25:40,888 signals User teacher_user logged in.
INFO 2024-11-24 17:25:41,047 signals User admin registered.
INFO 2024-11-24 17:25:41,194 signals User student_user registered.
INFO 2024-11-24 17:25:41,340 signals User teacher_user registered.
INFO 2024-11-24 17:25:41,485 signals User teacher_user logged in.
INFO 2024-11-24 17:25:41,637 signals User admin registered.
INFO 2024-11-24 17:25:41,785 signals User student_user registered.
INFO 2024-11-24 17:25:41,929 signals User teacher_user registered.
INFO 2024-11-24 17:25:42,077 signals User teacher_user logged in.
INFO 2024-11-24 17:25:42,258 signals User admin registered.
INFO 2024-11-24 17:25:42,405 signals User student_user registered.
INFO 2024-11-24 17:25:42,549 signals User teacher_user registered.
INFO 2024-11-24 17:25:42,695 signals User teacher_user logged in.
INFO 2024-11-24 17:25:48,951 signals User admin registered.
INFO 2024-11-24 17:25:49,097 signals User student_user registered.
INFO 2024-11-24 17:25:49,245 signals User teacher_user registered.
INFO 2024-11-24 17:25:49,395 signals User teacher_user logged in.
INFO 2024-11-24 17:25:49,552 signals User admin registered.
INFO 2024-11-24 17:25:49,695 signals User student_user registered.
INFO 2024-11-24 17:25:49,839 signals User teacher_user registered.
INFO 2024-11-24 17:25:49,985 signals User teacher_user logged in.
INFO 2024-11-24 17:25:50,131 signals User admin registered.
INFO 2024-11-24 17:25:50,279 signals User student_user registered.
INFO 2024-11-24 17:25:50,428 signals User teacher_user registered.
INFO 2024-11-24 17:25:50,577 signals User teacher_user logged in.
INFO 2024-11-24 17:25:50,746 signals User admin registered.
INFO 2024-11-24 17:25:50,890 signals User student_user registered.
INFO 2024-11-24 17:25:51,043 signals User teacher_user registered.
INFO 2024-11-24 17:25:51,190 signals User teacher_user logged in.
INFO 2024-11-24 17:29:11,600 signals User admin registered.
INFO 2024-11-24 17:29:11,755 signals User student_user registered.
INFO 2024-11-24 17:29:11,973 signals User teacher_user registered.
INFO 2024-11-24 17:29:12,139 signals User teacher_user logged in.
INFO 2024-11-24 17:29:12,300 signals User admin registered.
INFO 2024-11-24 17:29:12,443 signals User student_user registered.
INFO 2024-11-24 17:29:12,586 signals User teacher_user registered.
INFO 2024-11-24 17:29:12,732 signals User teacher_user logged in.
INFO 2024-11-24 17:29:12,884 signals User admin registered.
INFO 2024-11-24 17:29:13,029 signals User student_user registered.
INFO 2024-11-24 17:29:13,173 signals User teacher_user registered.
INFO 2024-11-24 17:29:13,321 signals User teacher_user logged in.
INFO 2024-11-24 17:29:13,472 signals User admin registered.
INFO 2024-11-24 17:29:13,619 signals User student_user registered.
INFO 2024-11-24 17:29:13,762 signals User teacher_user registered.
INFO 2024-11-24 17:29:13,907 signals User teacher_user logged in.
INFO 2024-11-24 17:29:14,088 signals User admin registered.
INFO 2024-11-24 17:29:14,235 signals User student_user registered.
INFO 2024-11-24 17:29:14,381 signals User teacher_user registered.
INFO 2024-11-24 17:29:14,525 signals User teacher_user logged in.
INFO 2024-11-24 17:29:14,675 signals User admin registered.
INFO 2024-11-24 17:29:14,820 signals User student_user registered.
INFO 2024-11-24 17:29:14,964 signals User teacher_user registered.
INFO 2024-11-24 17:29:15,109 signals User teacher_user logged in.
INFO 2024-11-24 17:29:15,256 signals User admin registered.
INFO 2024-11-24 17:29:15,401 signals User student_user registered.
INFO 2024-11-24 17:29:15,546 signals User teacher_user registered.
INFO 2024-11-24 17:29:15,693 signals User teacher_user logged in.
INFO 2024-11-24 17:30:13,545 signals User admin registered.
INFO 2024-11-24 17:30:13,703 signals User student_user registered.
INFO 2024-11-24 17:30:13,856 signals User teacher_user registered.
INFO 2024-11-24 17:30:14,014 signals User teacher_user logged in.
INFO 2024-11-24 17:30:14,171 signals User admin registered.
INFO 2024-11-24 17:30:14,318 signals User student_user registered.
INFO 2024-11-24 17:30:14,464 signals User teacher_user registered.
INFO 2024-11-24 17:30:14,620 signals User teacher_user logged in.
INFO 2024-11-24 17:30:14,782 signals User admin registered.
INFO 2024-11-24 17:30:14,929 signals User student_user registered.
INFO 2024-11-24 17:30:15,076 signals User teacher_user registered.
INFO 2024-11-24 17:30:15,226 signals User teacher_user logged in.
INFO 2024-11-24 17:30:15,383 signals User admin registered.
INFO 2024-11-24 17:30:15,541 signals User student_user registered.
INFO 2024-11-24 17:30:15,691 signals User teacher_user registered.
INFO 2024-11-24 17:30:15,842 signals User teacher_user logged in.
INFO 2024-11-24 17:30:16,006 signals User admin registered.
INFO 2024-11-24 17:30:16,152 signals User student_user registered.
INFO 2024-11-24 17:30:16,295 signals User teacher_user registered.
INFO 2024-11-24 17:30:16,443 signals User teacher_user logged in.
INFO 2024-11-24 17:30:16,594 signals User admin registered.
INFO 2024-11-24 17:30:16,737 signals User student_user registered.
INFO 2024-11-24 17:30:16,879 signals User teacher_user registered.
INFO 2024-11-24 17:30:17,046 signals User teacher_user logged in.
INFO 2024-11-24 17:30:17,195 signals User admin registered.
INFO 2024-11-24 17:30:17,350 signals User student_user registered.
INFO 2024-11-24 17:30:17,497 signals User teacher_user registered.
INFO 2024-11-24 17:30:17,643 signals User teacher_user logged in.
INFO 2024-11-24 17:30:45,760 signals User admin registered.
INFO 2024-11-24 17:30:45,908 signals User student_user registered.
INFO 2024-11-24 17:30:46,055 signals User teacher_user registered.
INFO 2024-11-24 17:30:46,208 signals User teacher_user logged in.
INFO 2024-11-24 17:30:46,364 signals User admin registered.
INFO 2024-11-24 17:30:46,512 signals User student_user registered.
INFO 2024-11-24 17:30:46,659 signals User teacher_user registered.
INFO 2024-11-24 17:30:46,807 signals User teacher_user logged in.
INFO 2024-11-24 17:30:46,956 signals User admin registered.
INFO 2024-11-24 17:30:47,100 signals User student_user registered.
INFO 2024-11-24 17:30:47,243 signals User teacher_user registered.
INFO 2024-11-24 17:30:47,396 signals User teacher_user logged in.
INFO 2024-11-24 17:30:47,553 signals User admin registered.
INFO 2024-11-24 17:30:47,699 signals User student_user registered.
INFO 2024-11-24 17:30:47,843 signals User teacher_user registered.
INFO 2024-11-24 17:30:47,990 signals User teacher_user logged in.
INFO 2024-11-24 17:30:48,159 signals User admin registered.
INFO 2024-11-24 17:30:48,303 signals User student_user registered.
INFO 2024-11-24 17:30:48,447 signals User teacher_user registered.
INFO 2024-11-24 17:30:48,592 signals User teacher_user logged in.
INFO 2024-11-24 17:30:48,743 signals User admin registered.
INFO 2024-11-24 17:30:48,892 signals User student_user registered.
INFO 2024-11-24 17:30:49,034 signals User teacher_user registered.
INFO 2024-11-24 17:30:49,182 signals User teacher_user logged in.
INFO 2024-11-24 17:30:49,329 signals User admin registered.
INFO 2024-11-24 17:30:49,472 signals User student_user registered.
INFO 2024-11-24 17:30:49,615 signals User teacher_user registered.
INFO 2024-11-24 17:30:49,763 signals User teacher_user logged in.
INFO 2024-11-24 17:31:06,204 signals User admin registered.
INFO 2024-11-24 17:31:06,357 signals User student_user registered.
INFO 2024-11-24 17:31:06,516 signals User teacher_user registered.
INFO 2024-11-24 17:31:06,672 signals User teacher_user logged in.
INFO 2024-11-24 17:31:06,836 signals User admin registered.
INFO 2024-11-24 17:31:06,979 signals User student_user registered.
INFO 2024-11-24 17:31:07,126 signals User teacher_user registered.
INFO 2024-11-24 17:31:07,269 signals User teacher_user logged in.
INFO 2024-11-24 17:31:07,417 signals User admin registered.
INFO 2024-11-24 17:31:07,562 signals User student_user registered.
INFO 2024-11-24 17:31:07,704 signals User teacher_user registered.
INFO 2024-11-24 17:31:07,855 signals User teacher_user logged in.
INFO 2024-11-24 17:31:08,033 signals User admin registered.
INFO 2024-11-24 17:31:08,179 signals User student_user registered.
INFO 2024-11-24 17:31:08,322 signals User teacher_user registered.
INFO 2024-11-24 17:31:08,468 signals User teacher_user logged in.
INFO 2024-11-24 17:32:53,850 signals User admin registered.
INFO 2024-11-24 17:32:54,006 signals User student_user registered.
INFO 2024-11-24 17:32:54,155 signals User teacher_user registered.
INFO 2024-11-24 17:32:54,308 signals User teacher_user logged in.
INFO 2024-11-24 17:32:54,470 signals User admin registered.
INFO 2024-11-24 17:32:54,615 signals User student_user registered.
INFO 2024-11-24 17:32:54,759 signals User teacher_user registered.
INFO 2024-11-24 17:32:54,904 signals User teacher_user logged in.
INFO 2024-11-24 17:32:55,048 signals User admin registered.
INFO 2024-11-24 17:32:55,197 signals User student_user registered.
INFO 2024-11-24 17:32:55,345 signals User teacher_user registered.
INFO 2024-11-24 17:32:55,490 signals User teacher_user logged in.
INFO 2024-11-24 17:32:55,645 signals User admin registered.
INFO 2024-11-24 17:32:55,791 signals User student_user registered.
INFO 2024-11-24 17:32:55,937 signals User teacher_user registered.
INFO 2024-11-24 17:32:56,094 signals User teacher_user logged in.
INFO 2024-11-24 17:33:16,455 signals User admin registered.
INFO 2024-11-24 17:33:16,608 signals User student_user registered.
INFO 2024-11-24 17:33:16,750 signals User teacher_user registered.
INFO 2024-11-24 17:33:16,916 signals User teacher_user logged in.
INFO 2024-11-24 17:33:17,085 signals User admin registered.
INFO 2024-11-24 17:33:17,233 signals User student_user registered.
INFO 2024-11-24 17:33:17,380 signals User teacher_user registered.
INFO 2024-11-24 17:33:17,528 signals User teacher_user logged in.
INFO 2024-11-24 17:33:17,681 signals User admin registered.
INFO 2024-11-24 17:33:17,831 signals User student_user registered.
INFO 2024-11-24 17:33:17,986 signals User teacher_user registered.
INFO 2024-11-24 17:33:18,135 signals User teacher_user logged in.
INFO 2024-11-24 17:33:18,303 signals User admin registered.
INFO 2024-11-24 17:33:18,451 signals User student_user registered.
INFO 2024-11-24 17:33:18,604 signals User teacher_user registered.
INFO 2024-11-24 17:33:18,751 signals User teacher_user logged in.
INFO 2024-11-24 17:34:00,860 signals User admin registered.
INFO 2024-11-24 17:34:01,007 signals User student_user registered.
INFO 2024-11-24 17:34:01,151 signals User teacher_user registered.
INFO 2024-11-24 17:34:01,306 signals User teacher_user logged in.
INFO 2024-11-24 17:34:01,463 signals User admin registered.
INFO 2024-11-24 17:34:01,608 signals User student_user registered.
INFO 2024-11-24 17:34:01,754 signals User teacher_user registered.
INFO 2024-11-24 17:34:01,898 signals User teacher_user logged in.
INFO 2024-11-24 17:34:02,046 signals User admin registered.
INFO 2024-11-24 17:34:02,201 signals User student_user registered.
INFO 2024-11-24 17:34:02,348 signals User teacher_user registered.
INFO 2024-11-24 17:34:02,498 signals User teacher_user logged in.
INFO 2024-11-24 17:34:02,665 signals User teacher_user logged in.
INFO 2024-11-24 17:34:02,814 signals User admin registered.
INFO 2024-11-24 17:34:02,958 signals User student_user registered.
INFO 2024-11-24 17:34:03,100 signals User teacher_user registered.
INFO 2024-11-24 17:34:03,245 signals User teacher_user logged in.
INFO 2024-11-24 17:34:18,321 signals User admin registered.
INFO 2024-11-24 17:34:18,468 signals User student_user registered.
INFO 2024-11-24 17:34:18,613 signals User teacher_user registered.
INFO 2024-11-24 17:34:18,767 signals User teacher_user logged in.
INFO 2024-11-24 17:34:18,929 signals User admin registered.
INFO 2024-11-24 17:34:19,074 signals User student_user registered.
INFO 2024-11-24 17:34:19,219 signals User teacher_user registered.
INFO 2024-11-24 17:34:19,366 signals User teacher_user logged in.
INFO 2024-11-24 17:34:19,513 signals User admin registered.
INFO 2024-11-24 17:34:19,663 signals User student_user registered.
INFO 2024-11-24 17:34:19,807 signals User teacher_user registered.
INFO 2024-11-24 17:34:19,962 signals User teacher_user logged in.
INFO 2024-11-24 17:34:20,131 signals User teacher_user logged in.
INFO 2024-11-24 17:34:20,280 signals User admin registered.
INFO 2024-11-24 17:34:20,429 signals User student_user registered.
INFO 2024-11-24 17:34:20,573 signals User teacher_user registered.
INFO 2024-11-24 17:34:20,719 signals User teacher_user logged in.
INFO 2024-11-24 17:35:04,087 signals User admin registered.
INFO 2024-11-24 17:35:04,238 signals User student_user registered.
INFO 2024-11-24 17:35:04,383 signals User teacher_user registered.
INFO 2024-11-24 17:35:04,534 signals User teacher_user logged in.
INFO 2024-11-24 17:35:04,693 signals User admin registered.
INFO 2024-11-24 17:35:04,840 signals User student_user registered.
INFO 2024-11-24 17:35:04,983 signals User teacher_user registered.
INFO 2024-11-24 17:35:05,129 signals User teacher_user logged in.
INFO 2024-11-24 17:35:05,279 signals User teacher_user logged in.
INFO 2024-11-24 17:35:05,432 signals User admin registered.
INFO 2024-11-24 17:35:05,577 signals User student_user registered.
INFO 2024-11-24 17:35:05,730 signals User teacher_user registered.
INFO 2024-11-24 17:35:05,878 signals User teacher_user logged in.
INFO 2024-11-24 17:35:06,046 signals User admin registered.
INFO 2024-11-24 17:35:06,196 signals User student_user registered.
INFO 2024-11-24 17:35:06,341 signals User teacher_user registered.
INFO 2024-11-24 17:35:06,488 signals User teacher_user logged in.
INFO 2024-11-24 17:46:34,267 signals User admin registered.
INFO 2024-11-24 17:46:34,413 signals User student_user registered.
INFO 2024-11-24 17:46:34,557 signals User teacher_user registered.
INFO 2024-11-24 17:46:34,717 signals User teacher_user logged in.
INFO 2024-11-24 17:46:34,876 signals User admin registered.
INFO 2024-11-24 17:46:35,020 signals User student_user registered.
INFO 2024-11-24 17:46:35,172 signals User teacher_user registered.
INFO 2024-11-24 17:46:35,318 signals User teacher_user logged in.
INFO 2024-11-24 17:46:35,463 signals User admin registered.
INFO 2024-11-24 17:46:35,605 signals User student_user registered.
INFO 2024-11-24 17:46:35,756 signals User teacher_user registered.
INFO 2024-11-24 17:46:35,905 signals User teacher_user logged in.
INFO 2024-11-24 17:46:36,077 signals User admin registered.
INFO 2024-11-24 17:46:36,224 signals User student_user registered.
INFO 2024-11-24 17:46:36,369 signals User teacher_user registered.
INFO 2024-11-24 17:46:36,513 signals User teacher_user logged in.
INFO 2024-11-24 17:46:52,139 signals User admin registered.
INFO 2024-11-24 17:46:52,288 signals User student_user registered.
INFO 2024-11-24 17:46:52,432 signals User teacher_user registered.
INFO 2024-11-24 17:46:52,583 signals User teacher_user logged in.
INFO 2024-11-24 17:46:52,745 signals User admin registered.
INFO 2024-11-24 17:46:52,898 signals User student_user registered.
INFO 2024-11-24 17:46:53,048 signals User teacher_user registered.
INFO 2024-11-24 17:46:53,197 signals User teacher_user logged in.
INFO 2024-11-24 17:46:53,350 signals User teacher_user logged in.
INFO 2024-11-24 17:46:53,496 signals User admin registered.
INFO 2024-11-24 17:46:53,642 signals User student_user registered.
INFO 2024-11-24 17:46:53,787 signals User teacher_user registered.
INFO 2024-11-24 17:46:53,933 signals User teacher_user logged in.
INFO 2024-11-24 17:46:54,107 signals User admin registered.
INFO 2024-11-24 17:46:54,252 signals User student_user registered.
INFO 2024-11-24 17:46:54,397 signals User teacher_user registered.
INFO 2024-11-24 17:46:54,544 signals User teacher_user logged in.
INFO 2024-11-24 17:48:30,012 signals User admin registered.
INFO 2024-11-24 17:48:30,165 signals User student_user registered.
INFO 2024-11-24 17:48:30,313 signals User teacher_user registered.
INFO 2024-11-24 17:48:30,464 signals User teacher_user logged in.
INFO 2024-11-24 17:48:30,627 signals User admin registered.
INFO 2024-11-24 17:48:30,773 signals User student_user registered.
INFO 2024-11-24 17:48:30,918 signals User teacher_user registered.
INFO 2024-11-24 17:48:31,065 signals User teacher_user logged in.
INFO 2024-11-24 17:48:31,211 signals User teacher_user logged in.
INFO 2024-11-24 17:48:31,361 signals User admin registered.
INFO 2024-11-24 17:48:31,508 signals User student_user registered.
INFO 2024-11-24 17:48:31,651 signals User teacher_user registered.
INFO 2024-11-24 17:48:31,797 signals User teacher_user logged in.
INFO 2024-11-24 17:48:31,965 signals User admin registered.
INFO 2024-11-24 17:48:32,109 signals User student_user registered.
INFO 2024-11-24 17:48:32,260 signals User teacher_user registered.
INFO 2024-11-24 17:48:32,415 signals User teacher_user logged in.
INFO 2024-11-24 17:50:29,608 signals User admin registered.
INFO 2024-11-24 17:50:29,754 signals User student_user registered.
INFO 2024-11-24 17:50:29,896 signals User teacher_user registered.
INFO 2024-11-24 17:50:30,050 signals User teacher_user logged in.
INFO 2024-11-24 17:50:30,207 signals User admin registered.
INFO 2024-11-24 17:50:30,350 signals User student_user registered.
INFO 2024-11-24 17:50:30,494 signals User teacher_user registered.
INFO 2024-11-24 17:50:30,640 signals User teacher_user logged in.
INFO 2024-11-24 17:50:30,787 signals User teacher_user logged in.
INFO 2024-11-24 17:50:30,932 signals User admin registered.
INFO 2024-11-24 17:50:31,077 signals User student_user registered.
INFO 2024-11-24 17:50:31,220 signals User teacher_user registered.
INFO 2024-11-24 17:50:31,368 signals User teacher_user logged in.
INFO 2024-11-24 17:50:31,532 signals User teacher_user logged in.
INFO 2024-11-24 17:50:31,680 signals User admin registered.
INFO 2024-11-24 17:50:31,825 signals User student_user registered.
INFO 2024-11-24 17:50:31,970 signals User teacher_user registered.
INFO 2024-11-24 17:50:32,113 signals User teacher_user logged in.
INFO 2024-11-24 17:51:10,137 signals User admin registered.
INFO 2024-11-24 17:51:10,284 signals User student_user registered.
INFO 2024-11-24 17:51:10,432 signals User teacher_user registered.
INFO 2024-11-24 17:51:10,586 signals User teacher_user logged in.
INFO 2024-11-24 17:51:10,755 signals User admin registered.
INFO 2024-11-24 17:51:10,898 signals User student_user registered.
INFO 2024-11-24 17:51:11,044 signals User teacher_user registered.
INFO 2024-11-24 17:51:11,192 signals User teacher_user logged in.
INFO 2024-11-24 17:51:11,338 signals User teacher_user logged in.
INFO 2024-11-24 17:51:11,484 signals User admin registered.
INFO 2024-11-24 17:51:11,630 signals User student_user registered.
INFO 2024-11-24 17:51:11,778 signals User teacher_user registered.
INFO 2024-11-24 17:51:11,925 signals User teacher_user logged in.
INFO 2024-11-24 17:51:12,093 signals User teacher_user logged in.
INFO 2024-11-24 17:51:12,255 signals User admin registered.
INFO 2024-11-24 17:51:12,403 signals User student_user registered.
INFO 2024-11-24 17:51:12,547 signals User teacher_user registered.
INFO 2024-11-24 17:51:12,696 signals User teacher_user logged in.
INFO 2024-11-24 17:52:07,128 signals User admin registered.
INFO 2024-11-24 17:52:07,274 signals User student_user registered.
INFO 2024-11-24 17:52:07,418 signals User teacher_user registered.
INFO 2024-11-24 17:52:07,576 signals User teacher_user logged in.
INFO 2024-11-24 17:52:07,732 signals User admin registered.
INFO 2024-11-24 17:52:07,874 signals User student_user registered.
INFO 2024-11-24 17:52:08,016 signals User teacher_user registered.
INFO 2024-11-24 17:52:08,161 signals User teacher_user logged in.
INFO 2024-11-24 17:52:08,303 signals User teacher_user logged in.
INFO 2024-11-24 17:52:08,449 signals User admin registered.
INFO 2024-11-24 17:52:08,594 signals User student_user registered.
INFO 2024-11-24 17:52:08,740 signals User teacher_user registered.
INFO 2024-11-24 17:52:08,893 signals User teacher_user logged in.
INFO 2024-11-24 17:52:09,066 signals User admin registered.
INFO 2024-11-24 17:52:09,222 signals User student_user registered.
INFO 2024-11-24 17:52:09,372 signals User teacher_user registered.
INFO 2024-11-24 17:52:09,525 signals User teacher_user logged in.
INFO 2024-11-24 17:55:06,762 signals User admin registered.
INFO 2024-11-24 17:55:06,909 signals User student_user registered.
INFO 2024-11-24 17:55:07,061 signals User teacher_user registered.
INFO 2024-11-24 17:55:07,210 signals User teacher_user logged in.
INFO 2024-11-24 17:55:07,370 signals User admin registered.
INFO 2024-11-24 17:55:07,518 signals User student_user registered.
INFO 2024-11-24 17:55:07,661 signals User teacher_user registered.
INFO 2024-11-24 17:55:07,807 signals User teacher_user logged in.
INFO 2024-11-24 17:55:07,950 signals User teacher_user logged in.
INFO 2024-11-24 17:55:08,095 signals User admin registered.
INFO 2024-11-24 17:55:08,243 signals User student_user registered.
INFO 2024-11-24 17:55:08,390 signals User teacher_user registered.
INFO 2024-11-24 17:55:08,533 signals User teacher_user logged in.
INFO 2024-11-24 17:55:08,698 signals User admin registered.
INFO 2024-11-24 17:55:08,842 signals User student_user registered.
INFO 2024-11-24 17:55:08,985 signals User teacher_user registered.
INFO 2024-11-24 17:55:09,129 signals User teacher_user logged in.
INFO 2024-11-24 17:56:11,975 signals User admin registered.
INFO 2024-11-24 17:56:12,127 signals User student_user registered.
INFO 2024-11-24 17:56:12,292 signals User teacher_user registered.
INFO 2024-11-24 17:56:12,472 signals User teacher_user logged in.
INFO 2024-11-24 17:56:12,639 signals User admin registered.
INFO 2024-11-24 17:56:12,787 signals User student_user registered.
INFO 2024-11-24 17:56:12,938 signals User teacher_user registered.
INFO 2024-11-24 17:56:13,090 signals User teacher_user logged in.
INFO 2024-11-24 17:56:13,236 signals User teacher_user logged in.
INFO 2024-11-24 17:56:13,389 signals User admin registered.
INFO 2024-11-24 17:56:13,541 signals User student_user registered.
INFO 2024-11-24 17:56:13,690 signals User teacher_user registered.
INFO 2024-11-24 17:56:13,850 signals User teacher_user logged in.
INFO 2024-11-24 17:56:14,057 signals User admin registered.
INFO 2024-11-24 17:56:14,208 signals User student_user registered.
INFO 2024-11-24 17:56:14,355 signals User teacher_user registered.
INFO 2024-11-24 17:56:14,514 signals User teacher_user logged in.
INFO 2024-11-24 17:56:48,152 signals User admin registered.
INFO 2024-11-24 17:56:48,303 signals User student_user registered.
INFO 2024-11-24 17:56:48,453 signals User teacher_user registered.
INFO 2024-11-24 17:56:48,610 signals User teacher_user logged in.
INFO 2024-11-24 17:56:48,788 signals User admin registered.
INFO 2024-11-24 17:56:48,943 signals User student_user registered.
INFO 2024-11-24 17:56:49,103 signals User teacher_user registered.
INFO 2024-11-24 17:56:49,253 signals User teacher_user logged in.
INFO 2024-11-24 17:56:49,400 signals User teacher_user logged in.
INFO 2024-11-24 17:56:49,551 signals User admin registered.
INFO 2024-11-24 17:56:49,703 signals User student_user registered.
INFO 2024-11-24 17:56:49,857 signals User teacher_user registered.
INFO 2024-11-24 17:56:50,024 signals User teacher_user logged in.
INFO 2024-11-24 17:56:50,211 signals User admin registered.
INFO 2024-11-24 17:56:50,370 signals User student_user registered.
INFO 2024-11-24 17:56:50,523 signals User teacher_user registered.
INFO 2024-11-24 17:56:50,673 signals User teacher_user logged in.
INFO 2024-11-24 17:58:07,048 signals User admin registered.
INFO 2024-11-24 17:58:07,195 signals User student_user registered.
INFO 2024-11-24 17:58:07,338 signals User teacher_user registered.
INFO 2024-11-24 17:58:07,491 signals User teacher_user logged in.
INFO 2024-11-24 17:58:07,648 signals User admin registered.
INFO 2024-11-24 17:58:07,795 signals User student_user registered.
INFO 2024-11-24 17:58:07,940 signals User teacher_user registered.
INFO 2024-11-24 17:58:08,090 signals User teacher_user logged in.
INFO 2024-11-24 17:58:08,238 signals User teacher_user logged in.
INFO 2024-11-24 17:58:08,386 signals User admin registered.
INFO 2024-11-24 17:58:08,531 signals User student_user registered.
INFO 2024-11-24 17:58:08,676 signals User teacher_user registered.
INFO 2024-11-24 17:58:08,822 signals User teacher_user logged in.
INFO 2024-11-24 17:58:09,007 signals User admin registered.
INFO 2024-11-24 17:58:09,156 signals User student_user registered.
INFO 2024-11-24 17:58:09,304 signals User teacher_user registered.
INFO 2024-11-24 17:58:09,462 signals User teacher_user logged in.
